titles,category
"""여성학과 죽이기 프로젝트""…계명대 대학원 여성학과 통합 결정 반발",Social
바다 없는 제천에 해녀 추모비?... ‘최고령 출향 해녀’ 김화순 기린다,Social
호남·제주권 '다문화 가구' 전남 1위…베트남 비중 가장 높아,Social
[자막뉴스] '포구'·'페지' 심상치 않은 단어 등장...탄식이 나오는 수사 결과,Social
중랑구청 인근 싱크홀…인명피해 없이 2시간 만에 복구,Social
“그렇게 행동하니 상류층 된 것 같았나”… 투자 사기범 꾸짖은 판사,Social
베란다 나갔다 문 잠겨 갇힌 노인의 SOS…경찰관은 안 놓쳤다,Social
"""고층 아파트 베란다에 웬 줄이""…18시간 고립된 할머니의 'SOS'",Social
포획 금지 암컷대게 유통하려 한 외국인 선원 12명 덜미…1명 구속,Social
만취해 운전석에 잠든 남성‥음주운전하다 순찰차 들이받고 멈춰,Social
"부모, 아내, 딸까지 일가족 5명 살해하고 도주한 50대 검거… 병원 치료 중 (종합)",Social
일가족 5명 숨진 채 발견...살해 혐의 50대 검거,Social
의대 학장들 “예외 없이 유급...의대 정상화 새정부와 무관”,Social
"일본 걸그룹, 故 구하라 사진에 관 합성…악의적 마케팅 논란",Social
"홍준표 ""대통령은 청와대 복귀해야...헌재·공수처 폐지할 것""",Social
"손병복 ""원자력 전기 이용해 청정수소 대량 생산할 것""",Social
“잘 돌봐주겠다”…지적장애인 강제로 일시키고 폭행한 20대 남녀 징역형,Social
2028학년도 수능부터 모의평가 8월로 당겨져…수시 활용도 커질 듯,Social
용인서 부모·아내·두 딸까지 5명 살해…50대 남성 체포,Social
"창원서 친부모 거듭 찾는 벨기에 입양 두 남성 ""보고 싶어요""",Social
'남양주 뺑소니' 운전자 음주운전 시인…피해 초등생 의식불명,Social
중앙선 넘고 순찰차 들이받고…'잠든 만취 운전자' 왕복 7차로서 검거,Social
[단독] 택시기사 머리를 우산으로 '퍽'...만취 승객 60대 남성 검거,Social
"40개 의대 학장 ""복귀시한 넘기면 국시 불가…의대 정상화, 새정부 출범과 무관""",Social
‘尹 석방 지휘’ 심우정 검찰총장 사건… 공수처 고발인 조사,Social
"""왜 경제적 지원 안 해줘"" 부모 건물에 휘발유 뿌리고 불 지른 30대 집행유예",Social
"""조용한 집이었는데…"" 노부모에 아내·자녀까지 살해한 50대男, 왜",Social
봄꽃 대신 눈꽃 덮친 4월…충북 과수농가 '냉해 확산' 촉각,Social
"초등생 치고 달아난 50대 운전자, 음주 시인… 피해자 의식불명",Social
"헌재, 평의 진행...한덕수 '재판관 지명' 가처분 논의",Social
"국토부, '항공기 비상문' 통제 보안점검 착수…승무원 훈련 강화",Social
"김병주 MBK 회장, 자택 찾아간 홈플러스 투자 피해자 협박혐의로 신고",Social
폐지 모은 돈으로…산불 성금 10만원 낸 60대 기초생활 수급자,Social
"""이진숙 종군기자 경력은 허위""…유튜버들, 2심도 벌금형",Social
"비싼 영어유치원 보냈더니...""영유아 사교육 효과 없다"" 반전 연구결과",Social
"""난민 신청"" 주한 이스라엘대사관 찾은 이란인…경찰이 돌려보내",Social
"검찰, 장애인 강제 노동 시키고 월급 빼앗은 남녀에 징역 7년 구형",Social
"강제추행 피해자 무고 혐의...오태완 의령군수, 1심서 군수직 상실형",Social
“경조사 봉투 이제 한글로 바꿔요” 창원특례시 제작,Social
"법조 영상기자단, 윤 전 대통령 재판 '법정 촬영' 재신청",Social
"세종시, '대통령실·국회의사당 완전 이전' 대선 공약화 추진",Social
"건국대 의대·의전원 ""내주부터 수업 거부하면 유급 처분""",Social
"""선배 나서야"" 집회 앞두고 세 결집 나선 의협…내부선 회의론도",Social
"의총협 ""학사 유연화 계획없다...유급 피하려면 수업 들어야""",Social
"이승기도 당했다…""투자 사이트와 일절 관련 없어"" 무슨 일",Social
광주 공공기관 음주운전 직원들 징계 없이 승진까지,Social
장시간 노동 부추기는 국힘식 주 4.5일제?···“핵심은 노동시간 단축” 지적,Social
"[자막뉴스] 계엄 직후 받은 그 방첩사 문건, 북한이 노린 것이 무엇인지 드러났다",Social
용인 아파트서 부모·처자식 일가족 5명 살해한 50대 가장 검거(종합),Social
'이완규·함상훈 지명 철회 결의안'.. 국회 본회의 통과,Social
"'난청 어선원' 재해보상 막히나…""소음 측정해 오라""는 수협",Social
살인미수 후 도주 16년 만에…운전면허 갱신하러 경찰서 찾았다 덜미,Social
“수상한 승객 있다”…보이스피싱범 잡은 부부 택시기사,Social
"""휴가 중 업무지시, 단축근무도 하지마""…'갑질교수' 징계, 적법판결",Social
유전자가위로 ‘면역거부 반응’ 최소화…난치병 해결 실마리 찾았다,Social
공보의 대신 군 입대 의대생 1882명…의정갈등 후 10배↑,Social
"시민단체, 한덕수 '헌법재판관 지명'에 헌소·해임 청원 등 잇따라",Social
운전면허 갱신하러 경찰서 찾았다가 체포... 무슨 일?,Social
오늘의 운세 생년월일 넣었더니 ‘발칵’…北 해커였다 [세상&],Social
"헌재, '한덕수 재판관 지명 가처분' 연이틀 평의… 이르면 16일 결론",Social
반도체 설계 기업들 잇따라 광주에 사무소 개설,Social
‘강서구 오피스텔 교제살인’ 피의자에 징역 20년 선고,Social
"인천서 마약 투약한 채 약국 온 20대…경찰, 신고 3시간 만에 검거",Social
'대광법' 개정안 국무회의 최종 의결…다음 주 공포 예정,Social
"주사기 들고 약국 방문 20대 남성, 제약회사 사원 신고로 마약 덜미",Social
"의대학장들, 유급 유예 가능성 일축…""새정부 출범과 무관""",Social
"'내란선동' 전한길 고발 시민단체, 경찰 조사…""엄벌해야""",Social
尹 처남 연루 '공흥지구 특혜 의혹' 재판 곧 마무리,Social
“5분 전 그 사람 아냐?” 택시 기사 부부 눈썰미에 수억원 지켰다,Social
현역·사회복무 간 의대생 13배 ‘폭증’…의정갈등 여파,Social
"제주항공참사 유족협의회, ""수사 더디고 정보 공유도 실망"" 경찰 항의방문",Social
"3월까지 서울서만 5건...서울시, 지반침하에 '골머리'",Social
"28학년도 수능 예시문항 살펴보니… ""자료 분석·해결 능력 키워야""",Social
"시흥도시공사·시흥매화산단개발㈜, 억대 ‘맹꽁이 소송’",Social
"김해서 킥보드 타던 중학생, 승용차에 받혀 숨져",Social
광주서 베트남·중국행 비행기 뜰까…국제선 취항 신청,Social
"서종성민교회 원로 목사·성도, 산불 피해 복구 성금 3천만원",Social
대전신세계 '배우 이장우 호두과자' 등 신규 맛집 오픈,Social
"김수현측 ""명백한 범죄 행위에 대해 강력한 법적 조치""…악성 댓글 작성자들 명예훼손·모욕죄 혐의로 고소",Social
"전북도의회·남원시의회 ""공공의대법 조속히 통과해야"" 촉구",Social
"이국종 교수, 군의관에 “‘탈조선’ 해라, 내 인생은 망했다” 작심발언",Social
'오송 지하차도 참사' 현장소장… 징역 6년 확정,Social
"""감자 심어야는데…"" 4월 이상기후에 강원 농가 '울상'",Social
"이국종 ""내 인생은 망했다""…'탈조선' 하라며 작심 발언",Social
"간협 ""전담간호사 제도, 간호사 전문성 강화 위해 필수""",Social
선생의 탈을 쓴 범죄자? 하늘양 살해 교사 명재완에 살인죄 빼고 특가법 적용한 이유,Social
"'20년 부모찾기' 벨기에 입양아…""포기도 원망도 안해요""",Social
"헌재, '7인 체제' 되기 전 속도 내나…韓대행 사건 본격 심리",Social
"경실련 ""22대 국회의원 10명 중 2명은 종부세 대상""",Social
"검찰, '수억원대 금품 수수' 전 LS증권 본부장 구속영장",Social
"전한길 “尹, 예수같다” 발언에…“염X하네~” 비판한 종교계",Social
"오태완 의령군수, 1심 군수직 상실형... 여성단체 '사퇴' 촉구",Social
기자 강제추행에 무고까지…오태완 의령군수 1심 당선무효형,Social
"""미공개 정보 주지도 받지도 않았다”… 'LG家 장녀' 구연경 부부 혐의 부인",Social
술 마시고 홧김에 동료 살해한 50대 항소심도 징역 15년,Social
"직접 반박 나선 尹...""80분 진술, 형사 재판 실무상 없어"" [Y녹취록]",Social
"전동킥보드 탄 중학생, 경찰관 들이받고 도주…잡고 보니 흉기 소지도",Social
서울 중랑구청 인근서도 폭 40㎝·깊이 1ｍ 싱크홀 발생,Social
"의정갈등에 의대생 1900명, 공보의 대신 현역병로",Social
"세종시, 대선 공약 과제 26개 건의…""대통령실·국회 이전""",Social
"해운대구, 모래로 만나는 K-컬처 '2025 해운대 모래축제'",Social
서울 중랑구에서 땅꺼짐 발견…인명피해는 없어,Social
"아주대, '수업 거부 장기화' 의대생들에 유급 예정 통보",Social
총선 후보 비판 현수막…게시한 광고업자도 '유죄',Social
'뺑뺑 돌아 택시비 10만 원'…외국인은 여전히 호갱?,Social
육군 3공병여단 598고지 6·25 전사자 유해발굴 개토식,Social
대전신세계 '배우 이장우 호두과자' 새 맛집도 오픈,Social
"""힘들게 영어유치원 보냈더니 효과 없다고?""…연구결과 충격",Social
"서울 땅꺼짐 시한폭탄…""부실 공사가 노후 하수관보다 더 문제""",Social
"[단독] ""몸 싱싱한 20대 후반에 애 낳아야""‥교육청, 고교 교사에 징계 통보",Social
서울시 '토허제' 추가 적용…재개발 '입주권'도 포함시킬 듯,Social
"""산불 꺼주셔서 감사해요""…고사리손으로 꼭 눌러쓴 손편지 '훈훈'",Social
"법조영상기자단, 윤석열 '내란 우두머리' 재판 법정 촬영 신청서 다시 제출",Social
부산서 여자친구 흉기로 찌른 40대 익산서 검거,Social
"의대 학장들 ""의대 4학년, 복귀 시한 넘기면 국시 응시 불가""",Social
서울 강서구 오피스텔서 여성 살해한 40대 남성 1심 징역 20년,Social
"""기출문제 미끼 성적 가혹행위""…취준생들 서울교통공사 직원 고소",Social
대책 발표 두달만에 연이은 땅꺼짐…부산시 또 긴급회의,Social
"경찰, '끼임 사망사고' 아워홈 용인공장 압수수색…감식도 병행(종합)",Social
"이국종 교수 ""내 인생은 망해…너희는 '탈조선'해라"" 발언",Social
"욕하며 깨운다고… 양손 흉기로 후배 목수 살해, 50대 2심도 중형",Social
"80대 부모, 아내, 딸 등 ‘일가족 5명’ 변사체 발견…‘살해 혐의’ 50대 가장 검거",Social
"""면허갱신하러 왔어요"" 살인미수범, 제발로 경찰서 왔다가 '덜미'",Social
"""'탄핵 반대 물결' 부활하면 이재명 좌파 저지"" <조선> 왜이러나",Social
서울 하수관 30%는 50년 넘은 ‘초고령’…종로구가 비중 가장 높아,Social
성남시 '기후동행카드' 다음달 3일부터 적용…신분당선·GTX 제외,Social
"의대학장들, 유급·국시 구제 기대 일축…""새정부 출범과 무관""",Social
한밤 도로 한복판 기어가던 車…술 취한 운전자 자고 있었다,Social
"광명시, 신안산선 붕괴 사고 '피해자 지원센터' 운영",Social
"`강서구 오피스텔 연인 살해` 40대 남성, 징역 20년 선고",Social
"폐지로 모은 10만원 놓고 간 기초생활 수급자…""산불 성금으로""",Social
세종시민 염원 담긴 행정수도 완성 공약 과제 나왔다,Social
"참여연대, '이완규 지명' 한덕수 사퇴 촉구…""시민 해임통지서 전달""",Social
"특허청, 기술패권 경쟁시대 '명품특허'로 기술 주도권 확보 나선다.",Social
"운전자에 시비, 트럭 문 부술 듯 주먹질…체포하자 '이것' 던졌다[영상]",Social
의대 학장들 “예외 없이 유급 결정…학생들 책임 있게 행동해야”,Social
"""탈조선해라""…이국종, 군의관 향해 조언, 왜? [AI뉴스피드]",Social
서울 중랑구청 인근 깊이 1m 땅꺼짐…“원인 파악 중”,Social
"""믿을 수 없는 폭행"" 울산 장애인시설 학대 피해 가족들의 편지",Social
"출소 후 또 범행…시내버스서 '퉤' 50대, 징역형",Social
"이승기 얼굴 내걸고 ""투자자 모집""…소속사 ""초상권 도용 광고 고소""",Social
"세월호 단체들, 박근혜 전 대통령 '7시간 행적' 정보공개 청구",Social
포항 아파트 화재 인명피해 막으려 밤새 뛰어다닌 '두 경찰관',Social
"서부지법 폭동 변호인 ""천대엽 처장 외압 때문에 구속""…재판부 ""모욕적""",Social
"에스티팜 ""美바이오와 187억 규모 원료의약품 공급계약""",Social
서울 중랑구청 일대 싱크홀 복구 완료…인명 피해 없어,Social
"""석기시대 만든다"" 9·11 투사…아미티지 전 美국무 부장관 별세",Social
"법무법인 대륜, 조세행정그룹 강화…국세청·세무법인 경력 전문가 대거 영입",Social
"김상묵 전 김대중센터 사장, 광주시 상대 소송서 승소",Social
"김수현, 고소장 제출… “악플러·사이버 레커, 강경 대응”",Social
용인 아파트서 일가족 추정 5명 숨진 채 발견,Social
"[뉴블더] ""비행기 탈 때 이것 입지 마"" 왜?",Social
생후 3개월 영아 사망…분유 먹이고 잠든 아버지 법정에,Social
"""경선 보다 사고 수습이 먼저"" 김동연, 또다시 광명행",Social
"""이진숙 종군기자 경력 허위"" 주장 유튜버들 2심도 벌금형",Social
尹파면 다음날 野의원 내건 현수막 불태운 50대 남성 검찰 송치,Social
군 휴학 의대생 2천74명‥의정갈등 전보다 10배↑,Social
"경실련 ""국회의원 20%가 종부세 대상자""…일반 국민은 1.8%",Social
신호 무시하고 도로 위에서 ‘엉금엉금’…40대 만취 운전자 검거,Social
"종로학원 ""2028학년도 대입, 8월 모의고사 중요도 상당히 올라갈 것""",Social
"의대 학장들 “의학교육 정상화, 새정부 출범과 무관”",Social
의료 파업 아직인데…신원호 “전공의 직업보다 성장사에 빠질 것”,Social
"""광명 추가 붕괴 가능성 있다""…반경 50m 내 주민들 대피 중",Social
누범기간 술 마시고 경찰 폭행한 60대 징역 1년 구형,Social
신안산선 공사장 붕괴 닷새째‥실종자 수색 계속,Social
"신안산선 사고 현장 찾은 김동연…""실종자 구조에 최선""",Social
"공수처, '윤 석방지휘' 검찰총장 수사 착수…어제 고발인 조사",Social
"의대 학장들 ""의대 4학년, 복귀 시한 넘기면 국시 응시 불가""",Social
성기 밑에 필로폰 붙여 ‘태국→부산’ 운반… 한국인 30대들 징역 8년,Social
신안산선 공구 붕괴 실종자 어디에...잔해 헤집고 지하 20ｍ 진입했으나 수색 답보,Social
[뉴블더] 수업 거부 의대생 유급 통보 시작…또 신상 유포,Social
이달 말까지 32개 의대서 본과 4학년 유급 예정…대학들 “돌아와라”,Social
"오태완 의령군수 '무고 혐의' 1심 직 상실형…""군민께 죄송""(종합)",Social
“동의 없는 성행위는 강간”···일본은 이렇게 ‘부동의성교죄’ 만들었다,Social
“필수 의료 하지 마라... 내 인생 망했다” 이국종 교수 작심발언,Social
"이국종 병원장, 필수의료 기피 부추기고 블랙리스트 두둔?",Social
"입시업계 ""'8월 모의평가' 중요해질 것…수능 최저 예측 수월""",Social
"""'전광훈 알뜰폰' 2배 이상 폭리""…시민단체, 방통위 신고",Social
"꽉 막힌 심장혈관, ‘음파’로 뚫는다…신의료기술 국내 첫 시행",Social
“이 동네는 출산하면 쓰레기봉투 100장만 준다”…가짜뉴스 퍼졌다는데,Social
아직도 지브리풍? 이제는 '바비코어'...챗GPT놀이 유행 이어져 [앵커리포트],Social
"""박근혜 7시간 공개하라""…세월호 단체, 대통령기록물 정보공개 촉구",Social
‘신안산선 붕괴’ 실종자 수색 계속…“지하 20m까지 진입로 확보”,Social
‘강제추행 피해자 무고 혐의’ 의령군수 1심서 당선무효형,Social
"[의대증원 파장] ""학사 유연화 없다""…의대 학장들, 유급 재차 경고",Social
"""잘 돌봐주겠다""고 꼬드기더니…장애인 폭행하고 강제로 일시킨 부부",Social
개화기 과수 덮친 4월의 우박…배·복숭아값 또 오를라,Social
"""이진숙 종군기자 아니야"" 허위 의혹 유튜버…항소심도 벌금형",Social
“반항하지 말고 가만히 있어”...음주운전자인 줄 알았는데 사실은 경찰 동료?,Social
"김수현, 악성댓글 작성자 고소…""강경 대응으로 권리보호 총력""",Social
"9,900원 빵 뷔페, 버리는 빵 '산더미'...""시민의식 수준의 민낯"" [앵커리포트]",Social
"최호정, 불출마 오세훈에 ""앞서 나아가는 것만이 능사 아니다""",Social
"""무직, 대출 원해요"" 글 썼는데…불법 업체가 내 번호 알아낸 수법",Social
백종원의 더본코리아 ‘생고기 방치 의혹’도 경찰 고발,Social
대입 예측가능성 높인다…현 고1부터 '8모' 시행,Social
"김동연 “산안산선 붕괴사고, 빠른 시간 내 실종자 구조해 달라고 특별 지시”",Social
[이시각헤드라인] 4월 15일 뉴스1번지,Social
"‘강제추행 피해자 무고 혐의’ 의령군수, 1심서 당선무효형 선고",Social
신안산선 6년 전부터 '침하 우려' 의견…작년말 지하수 하루 1600톤 빼내,Social
6·25때 자원입대해 전사한 18세 청년...75년만에 가족품으로,Social
"청소년이 집회 왔다고 기특해마세요, 우린 당신의 동지예요",Social
"“주머니에 웬 주사기?”…신고한 제약회사 직원에 포상금, 무슨 일?",Social
"범행이 너무나 잔인…강서구 오피스텔 살인 40대남성, 1심 징역 20년",Social
‘여기자 추행’ 오태완 의령군수 ‘무고’로 당선무효형,Social
"""계엄문건 사칭 메일, 북 소행""...운세에 광고까지 가장",Social
"계엄 문건에 콘서트·운세까지…북한, 12만건 해킹 이메일 발송",Social
'주식 부정거래' 의혹 LG가 구연경·윤관 첫 재판서 혐의 부인,Social
"“베트남, 중국, 몽골 매일 운항”…광주공항 국제선 취항 계획 ‘윤곽’",Social
"김수현 측, '악플·허위사실 유포' 등 고소…""사이버 렉카도 법적 대응""",Social
"대통령기록물 이관 현장점검 연장…""이번주까지""",Social
여의도 KBS 신관에 주차된 차에 불…15분 만에 진화,Social
올해 고1은 수시모집보다 ‘8월 수능 모평’ 먼저,Social
"“AI 분야 인력, 올해 1만명 이상 부족”",Social
"광명 붕괴현장 다시 찾은 김동연…""실종자 구조 최선"" 당부",Social
"""5만원 치킨, 55만원 결제""…관광객 울리는 '바가지 상술'",Social
"이국종, 의료계 작심 비판.. ""조선에는 가망이 없다""",Social
"이국종 ""내 인생 망했다…문과 놈들이 다 해 먹는 나라"" 작심발언",Social
"제주항공 참사 유가족, 전남경찰청에 “수사 더디다” 항의서한",Social
"한덕수 ‘재판관 지명’에…경실련 헌법소원·가처분, 참여연대는 사퇴 촉구",Social
대구 아파트 매매가 17개월째 하락…전세가 40개월째 내리막,Social
신호 무시하고 도로 위 '엉금엉금'…40대 만취 운전자 검거,Social
구리서 시속 10㎞ 주행 중 '스르르' 잠든 음주운전자 검찰 송치,Social
"법원 난동 피고인 ""영상 증거 조작"" 주장에 警 제시한 '해시값'은?",Social
"""의원 끌어내라? 국회의사당 주인은 의원들인데 무슨 X소리""",Social
"EBS ""수신료 배분율 3%, 이마저도 분리징수로 14억 감소""",Social
"김수현 측 ""인신공격·성희롱은 범죄""…악플·사이버 렉카에 강경 대응",Social
“답답하다”며 항공기 ‘비상문 개방’ 30대 여성 포착 [현장영상],Social
'정보 누락·딥페이크' 조심하세요...조기 대선 흑색선전 등 기승 우려,Social
대선 정국에 사건은 쌓이는데…공수처 수사 정상가동 '하세월',Social
부산서 흉기로 여친 찌르고 도주한 40대…익산 당구장서 체포,Social
"눈물 쏟아진 법정, 얼굴 가린 살인범…강서구 오피스텔 비극 결말은",Social
"의령군수, '강제추행 무고' 1심 직위상실형…징역형 집유",Social
"“신안산선 터널붕괴, 기둥 보강 자재 내리다 발생”",Social
시신 지문으로 대출까지… ‘김천 오피스텔 살인’ 양정렬 무기징역 선고,Social
강릉서 발견된 코카인 1.7톤...진화하는 마약 밀수 [앵커리포트],Social
"법조 영상기자단, 윤 전 대통령 재판 ‘법정 내 촬영’ 재차 신청",Social
"신생아에 ""낙상 마렵다"" 동료 글 SNS에 퍼나른 간호사 2명 '추가 고소'",Social
"성남시민들, 월 6만5000원으로 서울 지하철 등 무제한 이용",Social
거동 불편 50대 기초생활수급자 한밤중 주택 화재로 숨져(종합),Social
"공수처, 한덕수에 검사 임명 촉구…""수사에 애로""",Social
"경남 휴·폐업 주유소 방치, 이대로 둘 것인가?",Social
'피의자 사망=수사 종결'…장제원 수사결과 비공개 논쟁 점화,Social
"""출산하면 쓰레기봉투 100장만 주더라""…알고보니",Social
"경찰, '가공식품 생산라인 직원 사망' 아워홈 용인공장 압수수색(종합2보)",Social
'수상한 약국 손님' 알고보니 '마약 양성'…신고한 제약회사 영업사원 '포상',Social
오태완 의령군수 무고 1심서 ‘당선무효형’,Social
"""일학습병행제 맞지 않다면서 단과대 폐지 아니다 어폐""",Social
"'강제추행 피해자 무고' 의령군수 집유…여성단체 ""사퇴해야""(종합)",Social
"'강서구 오피스텔 살인' 40대 남성에 징역 20년 선고…유족 ""항소할 것""",Social
지나가는 차에 다짜고짜 주먹질...대마초 때문? [앵커리포트],Social
"의대 학장들 ""시한 도달하면 유급 예정 통지, 유연화 없어""",Social
‘청주테크노폴리스 아테라 2차’ 본격 분양,Social
"경실련, 한덕수 대행 '재판관 지명'에 헌법소원·가처분 신청",Social
지금 부산진해경제자유구역 명지국제신도시는 '천지개벽' 진행 중,Social
문형배·이미선 마지막 평의…'한덕수 재판관 지명 가처분' 속도,Social
"""피의자 팔로 착각""…음주운전 현장서 동료 팔 꺾은 경찰관 고소",Social
‘김천 오피스텔 살인범’ 양정렬에게 무기징역 선고,Social
"광주 1.7m 싱크홀 복구 완료…""간밤 내린 비로 흙 유실된 듯""",Social
"서울시 ‘기후동행카드’, 출시 1년 만에 누적 충전 1000만건",Social
"“초상권 도용해 투자 유도”…이승기, 강경대응 예고",Social
"세월호 11주기 인식조사 “응답자 과반, 향후 대형참사 또 발생할 것”",Social
"김수현 측 ""인신공격·성희롱은 범죄""…악플러·사이버렉카 고소",Social
"검사 중 환자 식도에 '천공'…1심 ""병원 책임 50%""→2심 ""기각""",Social
"""故 구하라 사진에 관 합성""… 日 걸그룹, 도 넘은 K팝 마케팅 '뭇매'",Social
"서울 강서구 오피스텔 살인 男, 1심서 징역 20년 선고",Social
김수현 “악플러·사이버 레커 강경 대응... 고소장 제출”,Social
"경실련, 한덕수 재판관 지명에 '헌법소원·효력정지 가처분' 신청…""월권""",Social
"헌재, ‘한덕수의 재판관 지명 사건’ 내일도 평의 연다",Social
구겨진 비닐에 든 10만3830원…기초수급자 어르신 “산불 이재민에 써달라”,Social
법정이자율 연 5~6％로 고정한 민법·상법…헌재 “합헌”,Social
"경찰, '생산라인 직원 사망' 아워홈 용인공장 압수수색",Social
"의대협회 ""유급은 원칙대로, 구제 계획없다""… 수업 참여 독려",Social
“산불에 울고 있는 이웃 돕고자” 폐지 줍는 노인 10만원 기부,Social
부모에게 금전 지원 요구했으나 거절 당하자 앙심 품고 불 지른 30대 여성 징역 2년 집유 3년,Social
"석촌호수에 지름 7m 빛 조각품 ‘더 스피어’, 23일 완공",Social
"경제적 지원 요구 거절한 부모…앙심 품고 불 지른 30대女, 유죄",Social
"""이익금 20% 보장""...주식투자 명목 4000만원 가로챈 50대男, 징역 6개월",Social
"반려견 몸에 좋다더니…소비자원, 영양제 조사 결과 허탈",Social
'폐쇄된 무안공항 대체'…광주공항 국제선 임시취항 신청서 제출,Social
경실련 “국회의원 5명 중 1명이 종부세 납부자…‘셀프 완화’ 덕 봤다”,Social
"""픽업해 와"" ""단축근무 말라"" 갑질 교수 징계, 적법 판결",Social
"이국종 “내 인생은 망해, 너희는 한국 떠라”…군의관에 작심 발언, 왜?",Social
“얼마나 많은 사람들이 피눈물을”…LG家 장녀 구연경 부부 첫 재판 [현장영상],Social
"국힘 박종선 대전시의원, 자당에 쓴소리 “대선후보 내면 안 돼”",Social
용인 아파트서 일가족 5명 '타살 정황'…50대 남성 검거,Social
"'강서구 오피스텔 살인' 40대 징역 20년…유족 ""우리 딸 불쌍해서 어떡해""",Social
'현대가 회장 동석' 이상한 무용과 술자리… 50만원 돈봉투도 건네,Social
"제주 이륙 전 항공기 비상구 연 승객...""답답해서""",Social
"2027년부터 수능 모의평가 9→8월…""성적보고 수시 원서접수""",Social
"트럭에 주먹 ‘퍽퍽’…난동범, 경찰에 ‘이것’도 던졌다 [영상]",Social
'파산 위기' 강원중도개발공사에 또 혈세 245억원 지원(종합),Social
'지적 장애인 상습 폭행·임금 갈취' 20대 남녀…7년 구형,Social
"일가족 추정 5명 숨진 채 발견… 타살 흔적 발견한 경찰, 살해 혐의로 50대 검거",Social
[뉴스현장] 尹 '내란' 재판 본격 시작...이재명 '대장동' 재판 출석,Social
"대구교통공사, 공채시험 지역제한 폐지했더니…4400여 명 몰려",Social
"""이진숙 종군기자 경력 허위"" 주장한 유튜버들 2심도 벌금형",Social
"경찰, ‘전한길 내란선동 혐의’ 고발 시민단체 참고인 조사",Social
의대학장들 “올해 학사유연화 없을 것…새정부 출범과 무관”,Social
美전략폭격기 B-1B 한반도 전개…북한 '태양절'에 억제력 과시,Social
"""불났어요!"" 새벽에 4층 오르내리며 문 '쾅쾅'…주민 구한 영웅들",Social
"'치매로 소변 실수한 친부 폭행 살해' 50대 아들, 중형에 항소",Social
"문 부수고 침입한 개, 중성화 앞둔 반려견 임신…""9마리나 출산"" 분노",Social
"LG가 맏딸 구연경 대표 부부, ‘미공개 정보 이용 주식 취득’ 혐의 부인",Social
"검찰, 장애인 폭행하고 노동 착취한 남녀에 징역 7년 씩 구형",Social
"제주 중학생, 킥보드로 경찰 들이받고 도주…소지품선 ‘30㎝ 흉기' 발견",Social
민법 5%·상법 6% 법정이율 '합헌'…김형두 재판관은 '위헌' 의견,Social
음주운전 현장서 피의자 대신 동료 팔 꺾은 경찰관 고소당해,Social
"""H빔 내리다가 무너졌다""…광명 신안산선 붕괴 사고 진술 확보",Social
가습기살균제 피해 해결하기 위해 피해자의 목소리를 들어라,Social
"이국종 교수 ""X 빠지게 일했는데⋯조선반도, 입만 터는 문과 놈들이 해 먹는 나라""",Social
'강제추행 피해자 무고 혐의' 의령군수 1심서 집유…직 상실형,Social
'살인미수 수배자' 면허갱신하다 덜미…16년만 재판행,Social
태풍으로 폐쇄됐던 포항 송도해수욕장 7월 재개장…18년 만,Social
"이철우 지사 ""연방제 수준 지방자치로 대전환 강조""",Social
‘강제추행 피해자 무고 혐의’ 의령군수 1심서 집유…당선무효형,Social
"""50~60년대 서울 모습 본다""…국내 첫 사진 전문 공립미술관 개관",Social
"""미군이 통행증 발급 안 해줘 10분 거리 1시간 돌아가야""",Social
"배우 김수현 악플러 고소…""대중에 잘못된 인식 갖게 해""",Social
"인천항∼중국 바닷길 승객 급감…""저가 단체여행 감소 영향""",Social
"“필수의료 하지마라, 내 인생 망했다”…이국종 폭탄발언에 제자 인터뷰 재조명",Social
"'계엄문건 사칭' 북한, 개인정보 탈취 시도… 이메일 12만건 발송",Social
"의대 학장들 ""의대 정상화 새정부와 무관…예외 없이 유급 적용""",Social
"美 B-1B 전략폭격기 동원 한미 연합공중훈련…""北 위협 대응""",Social
충북-전북 경계에 방치된 수해 쓰레기... 인근에는 식수원이,Social
"‘방첩사 계엄 문건’ 사칭 이메일, 北 소행이었다",Social
홍보비 받으려 유학생 출석률 조작한 교수… 학생들은 불체자 전락 [사건수첩],Social
'축구장 70개 규모 진분홍 물결' 합천 황매산 철쭉제 내달 1일 개막,Social
"공수처, ‘尹 석방지휘’ 심우정 검찰총장 사건 고발인 조사",Social
“시계랑 보석 다 훔쳐갔다. 피해액 상상초월”…박나래처럼 당했다는 솔비,Social
'강제추행 여성 무고' 오태완 의령군수 1심서 직 상실형,Social
"""공보의 대신 군대 간 의대생 1천900명…의정갈등 중 입대 10배""",Social
광주시 '비위 의혹' 김상묵 전 DJ센터 사장 해임 부당 판결,Social
"'방첩사 계엄 문건' 해킹 메일, 북한 소행으로 드러나",Social
"전한길 “尹 예수같다”에 개신교 목사 “이런 사람 멀리하라”, 불교 포교사 “XX하네~”",Social
"""전주에서 출산하면 쓰레기봉투 100장만 준다고?""…가짜뉴스 퍼져",Social
"""총알도 아까웠나""…당진 학살 현장에 창날 추정 금속 5개",Social
"[단독]‘피해규모 3배’ 경북 산불, 헬기투입은 울진·삼척 때보다 적었다",Social
현 고1부터 치르는 수능 예시문항 보니…국·수·사·과 첫 공개,Social
"허영만 ""잘못 쓰면 복덕방 아찌처럼 보여서…""",Social
